id,date,symbol,type,entry,entry_time,exit,exit_time,exit_reason,qty,position_value,gross_pnl,charges,net_pnl,capital_after
929,2020-07-20,CHOLAFIN,LONG,214.65,1030,216.00,1515,TIME_EXIT,150,32198,202.50,28.96,173.54,168850
930,2020-08-12,CHOLAFIN,LONG,208.20,1015,211.25,1115,TARGET,150,31230,456.83,28.22,428.61,169278
931,2020-09-09,CHOLAFIN,SHORT,217.35,1015,221.63,1515,STOP_LOSS,150,32602,-642.57,29.54,-672.11,168606
932,2020-10-30,CHOLAFIN,LONG,266.15,1015,272.05,1030,TARGET,100,26615,590.01,24.15,565.87,169172
933,2021-01-12,CHOLAFIN,LONG,440.40,1000,448.18,1430,TARGET,50,22020,389.21,19.93,369.28,169541
934,2021-02-03,CHOLAFIN,SHORT,442.85,1030,454.77,1145,STOP_LOSS,50,22142,-596.22,20.14,-616.37,168925
935,2021-05-27,CHOLAFIN,SHORT,538.10,1030,545.19,1345,STOP_LOSS,50,26905,-354.53,24.29,-378.82,168546
936,2021-06-07,CHOLAFIN,SHORT,564.50,1030,570.94,1130,STOP_LOSS,50,28225,-322.00,25.46,-347.46,168199
937,2021-06-18,CHOLAFIN,SHORT,529.00,1015,519.86,1045,TARGET,50,26450,456.77,23.48,433.30,168632
938,2021-10-04,CHOLAFIN,LONG,568.50,1030,564.20,1515,TIME_EXIT,50,28425,-215.00,25.37,-240.37,168392
939,2021-11-11,CHOLAFIN,SHORT,645.90,1000,637.23,1115,TARGET,50,32295,433.30,28.73,404.57,168796
940,2021-12-21,CHOLAFIN,LONG,506.70,1030,518.32,1315,TARGET,50,25335,580.96,23.00,557.97,169354
941,2015-05-21,CIPLA,SHORT,674.25,1030,673.40,1515,TIME_EXIT,50,33712,42.50,30.19,12.31,169367
942,2015-06-15,CIPLA,LONG,583.65,1015,591.20,1300,TARGET,50,29182,377.56,26.34,351.21,169718
943,2016-02-02,CIPLA,SHORT,595.00,1015,588.28,1115,TARGET,50,29750,335.84,26.49,309.35,170027
944,2016-05-02,CIPLA,LONG,543.20,1015,538.95,1515,TIME_EXIT,50,27160,-212.50,24.23,-236.73,169790
945,2017-01-11,CIPLA,SHORT,574.80,1015,571.51,1030,TARGET,50,28740,164.41,25.67,138.73,169929
946,2017-01-12,CIPLA,LONG,576.60,1000,581.68,1030,TARGET,50,28830,253.90,25.96,227.94,170157
947,2017-02-15,CIPLA,SHORT,573.00,1030,574.75,1515,TIME_EXIT,50,28650,-87.50,25.72,-113.22,170044
948,2017-11-17,CIPLA,LONG,611.00,1030,605.75,1515,TIME_EXIT,50,30550,-262.50,27.25,-289.75,169754
949,2017-12-27,CIPLA,LONG,622.25,1015,617.12,1100,STOP_LOSS,50,31112,-256.48,27.75,-284.23,169470
950,2018-09-24,CIPLA,SHORT,656.10,1000,644.19,1515,TARGET,50,32805,595.74,29.10,566.64,170037
951,2018-10-12,CIPLA,SHORT,616.75,1000,624.75,1515,TIME_EXIT,50,30838,-400.00,27.84,-427.84,169609
952,2019-01-03,CIPLA,SHORT,515.50,1015,511.53,1230,TARGET,50,25775,198.47,23.00,175.47,169784
953,2019-05-27,CIPLA,LONG,581.75,1030,577.50,1515,TIME_EXIT,50,29088,-212.50,25.96,-238.46,169546
954,2019-09-26,CIPLA,SHORT,433.25,1015,438.39,1500,STOP_LOSS,50,21662,-256.98,19.54,-276.53,169269
955,2020-05-15,CIPLA,LONG,579.45,1015,572.69,1100,STOP_LOSS,50,28973,-338.11,25.80,-363.90,168905
956,2020-06-04,CIPLA,LONG,656.80,1015,649.44,1145,STOP_LOSS,50,32840,-367.79,29.25,-397.03,168508
957,2020-07-06,CIPLA,SHORT,633.05,1030,634.95,1515,TIME_EXIT,50,31652,-95.00,28.41,-123.41,168385
958,2020-07-14,CIPLA,LONG,643.10,1015,638.68,1045,STOP_LOSS,50,32155,-220.81,28.71,-249.51,168135
959,2015-05-11,COALINDIA,LONG,346.05,1015,347.40,1515,TIME_EXIT,50,17302,67.50,15.54,51.96,168187
960,2015-05-14,COALINDIA,SHORT,339.55,1030,342.74,1445,STOP_LOSS,50,16978,-159.31,15.29,-174.61,168013
961,2016-08-10,COALINDIA,SHORT,312.80,1030,314.95,1215,STOP_LOSS,100,31280,-214.59,28.14,-242.73,167770
962,2017-04-07,COALINDIA,SHORT,262.45,1030,264.27,1500,STOP_LOSS,100,26245,-181.56,23.61,-205.17,167565
963,2017-08-08,COALINDIA,SHORT,230.45,1015,227.89,1145,TARGET,100,23045,255.83,20.52,235.31,167800
964,2017-09-04,COALINDIA,LONG,226.85,1015,228.47,1115,TARGET,100,22685,162.38,20.41,141.97,167942
965,2017-10-09,COALINDIA,LONG,260.60,1030,262.36,1400,TARGET,100,26060,176.12,23.44,152.67,168095
966,2017-12-15,COALINDIA,LONG,250.20,1030,252.39,1445,TARGET,100,25020,219.47,22.53,196.94,168292
967,2018-05-25,COALINDIA,SHORT,258.05,1000,258.50,1515,TIME_EXIT,100,25805,-45.00,23.15,-68.15,168224
968,2019-03-11,COALINDIA,LONG,225.30,1030,226.35,1515,TIME_EXIT,100,22530,105.00,20.24,84.76,168308
969,2019-05-03,COALINDIA,LONG,237.40,1030,235.26,1315,STOP_LOSS,100,23740,-213.99,21.17,-235.15,168073
970,2020-03-17,COALINDIA,LONG,143.00,1030,138.42,1400,STOP_LOSS,200,28600,-916.84,25.17,-942.01,167131
971,2020-08-10,COALINDIA,LONG,122.05,1015,120.93,1215,STOP_LOSS,250,30512,-279.07,27.21,-306.27,166825
972,2020-09-15,COALINDIA,SHORT,115.95,1015,115.50,1515,TIME_EXIT,250,28988,112.50,25.92,86.58,166911
973,2021-09-13,COALINDIA,LONG,142.55,1030,144.22,1200,TARGET,200,28510,334.55,25.72,308.83,167220
974,2021-09-29,COALINDIA,LONG,176.70,1030,172.80,1515,TIME_EXIT,150,26505,-585.00,23.46,-608.46,166612
975,2021-11-18,COALINDIA,SHORT,144.80,1000,143.43,1215,TARGET,200,28960,273.57,25.82,247.75,166860
976,2023-05-04,COALINDIA,SHORT,218.70,1030,220.26,1130,STOP_LOSS,150,32805,-234.65,29.52,-264.16,166595
977,2024-04-02,COALINDIA,SHORT,410.55,1015,415.92,1330,STOP_LOSS,50,20528,-268.39,18.53,-286.92,166308
978,2024-06-03,COALINDIA,LONG,491.35,1015,482.02,1115,STOP_LOSS,50,24568,-466.40,21.78,-488.18,165820
979,2024-07-16,COALINDIA,LONG,478.70,1015,483.73,1045,TARGET,50,23935,251.35,21.58,229.78,166050
980,2024-10-14,COALINDIA,LONG,470.45,1015,467.65,1515,TIME_EXIT,50,23522,-140.00,21.01,-161.01,165889
981,2025-02-25,COALINDIA,SHORT,350.45,1000,352.00,1515,TIME_EXIT,50,17522,-77.50,15.74,-93.24,165796
982,2025-03-05,COALINDIA,LONG,356.90,1000,358.55,1515,TIME_EXIT,50,17845,82.50,16.03,66.47,165862
983,2025-04-04,COALINDIA,SHORT,376.60,1030,372.93,1430,TARGET,50,18830,183.64,16.78,166.86,166029
984,2025-11-24,COALINDIA,SHORT,375.60,1030,373.71,1145,TARGET,50,18780,94.67,16.78,77.89,166107
985,2025-12-17,COALINDIA,LONG,384.50,1030,384.40,1515,TIME_EXIT,50,19225,-5.00,17.23,-22.23,166085
986,2025-12-23,COALINDIA,LONG,399.15,1030,400.65,1515,TIME_EXIT,50,19958,75.00,17.92,57.08,166142
987,2017-08-22,COCHINSHIP,SHORT,252.90,1030,257.05,1145,STOP_LOSS,100,25290,-414.56,22.87,-437.43,165704
988,2018-03-26,COCHINSHIP,SHORT,241.10,1015,241.55,1515,TIME_EXIT,100,24110,-45.00,21.63,-66.63,165638
989,2018-05-24,COCHINSHIP,SHORT,241.00,1000,243.51,1430,STOP_LOSS,100,24100,-250.74,21.72,-272.46,165365
990,2018-06-04,COCHINSHIP,SHORT,244.40,1030,242.25,1515,TIME_EXIT,100,24440,215.00,21.80,193.20,165559
991,2018-10-10,COCHINSHIP,LONG,185.35,1030,185.00,1515,TIME_EXIT,150,27802,-52.50,24.89,-77.39,165481
992,2018-12-24,COCHINSHIP,SHORT,190.95,1015,190.00,1515,TIME_EXIT,150,28642,142.50,25.60,116.90,165598
993,2019-07-18,COCHINSHIP,LONG,184.50,1015,183.10,1045,STOP_LOSS,150,27675,-210.51,24.70,-235.20,165363
994,2019-09-03,COCHINSHIP,LONG,172.15,1030,170.74,1145,STOP_LOSS,150,25822,-211.83,23.04,-234.86,165128
995,2019-12-31,COCHINSHIP,SHORT,198.90,1000,200.62,1030,STOP_LOSS,150,29835,-258.38,26.87,-285.25,164843
996,2020-01-16,COCHINSHIP,LONG,213.00,1015,216.55,1245,TARGET,150,31950,532.17,28.90,503.28,165346
997,2020-01-29,COCHINSHIP,SHORT,195.50,1000,193.36,1200,TARGET,150,29325,320.90,26.12,294.78,165641
998,2020-03-26,COCHINSHIP,LONG,121.30,1030,117.45,1345,STOP_LOSS,250,30325,-963.10,26.69,-989.79,164651
999,2020-05-08,COCHINSHIP,SHORT,116.55,1015,115.00,1345,TARGET,250,29138,387.27,25.92,361.35,165012
1000,2020-07-17,COCHINSHIP,LONG,168.10,1015,167.10,1515,TIME_EXIT,150,25215,-150.00,22.52,-172.52,164840
1001,2020-10-28,COCHINSHIP,SHORT,175.25,1030,174.00,1515,TIME_EXIT,150,26288,187.50,23.46,164.04,165004
1002,2020-11-13,COCHINSHIP,SHORT,168.50,1030,167.50,1515,TIME_EXIT,150,25275,150.00,22.58,127.42,165131
1003,2021-06-07,COCHINSHIP,LONG,196.00,1015,198.33,1030,TARGET,150,29400,349.50,26.52,322.97,165454
1004,2021-08-23,COCHINSHIP,SHORT,175.25,1000,173.58,1030,TARGET,150,26288,250.35,23.43,226.92,165681
1005,2021-09-03,COCHINSHIP,LONG,180.80,1030,182.49,1330,TARGET,150,27120,254.01,24.43,229.58,165911
1006,2022-01-20,COCHINSHIP,LONG,175.95,1015,174.49,1330,STOP_LOSS,150,26392,-219.38,23.54,-242.92,165668
1007,2022-03-03,COCHINSHIP,LONG,146.80,1015,145.55,1430,STOP_LOSS,200,29360,-249.62,26.19,-275.81,165392
1008,2022-05-26,COCHINSHIP,SHORT,157.45,1030,160.74,1215,STOP_LOSS,200,31490,-657.09,28.55,-685.64,164706
1009,2022-07-26,COCHINSHIP,LONG,163.35,1000,163.20,1515,TIME_EXIT,200,32670,-30.00,29.26,-59.26,164647
1010,2022-08-18,COCHINSHIP,LONG,170.35,1015,169.24,1045,STOP_LOSS,150,25552,-166.87,22.82,-189.69,164457
1011,2022-08-26,COCHINSHIP,LONG,180.30,1030,183.18,1200,TARGET,150,27045,432.61,24.45,408.16,164866
1012,2022-08-29,COCHINSHIP,LONG,189.25,1015,189.00,1515,TIME_EXIT,150,28388,-37.50,25.42,-62.92,164803
1013,2022-09-16,COCHINSHIP,LONG,198.10,1030,193.51,1300,STOP_LOSS,150,29715,-688.53,26.29,-714.81,164088
1014,2022-09-29,COCHINSHIP,LONG,218.10,1015,216.15,1515,TIME_EXIT,150,32715,-292.50,29.17,-321.67,163766
1015,2022-11-02,COCHINSHIP,LONG,282.60,1030,287.32,1445,TARGET,100,28260,471.54,25.56,445.97,164212
1016,2022-12-13,COCHINSHIP,LONG,321.30,1030,315.02,1400,STOP_LOSS,100,32130,-628.02,28.48,-656.50,163556
1017,2023-03-15,COCHINSHIP,SHORT,224.70,1000,221.84,1445,TARGET,100,22470,285.63,19.99,265.64,163821
1018,2023-04-24,COCHINSHIP,LONG,248.40,1015,251.62,1100,TARGET,100,24840,321.65,22.42,299.23,164121
1019,2023-05-16,COCHINSHIP,LONG,276.90,1030,280.55,1100,TARGET,100,27690,364.65,25.00,339.65,164460
1020,2023-07-11,COCHINSHIP,LONG,307.90,1015,314.58,1145,TARGET,100,30790,668.50,27.93,640.57,165101
1021,2023-07-17,COCHINSHIP,LONG,334.20,1030,341.05,1115,TARGET,50,16710,342.33,15.15,327.19,165428
1022,2023-08-30,COCHINSHIP,LONG,448.80,1030,441.20,1415,STOP_LOSS,50,22440,-380.19,19.92,-400.11,165028
1023,2023-11-10,COCHINSHIP,LONG,528.50,1015,524.65,1515,TIME_EXIT,50,26425,-192.50,23.59,-216.09,164812
1024,2015-03-11,COFORGE,LONG,86.00,1015,86.00,1515,TIME_EXIT,350,30100,0.00,26.98,-26.98,164785
1025,2016-06-01,COFORGE,LONG,99.00,1015,100.32,1330,TARGET,300,29700,396.09,26.82,369.27,165154
1026,2016-06-30,COFORGE,LONG,101.50,1030,102.89,1045,TARGET,300,30450,416.96,27.50,389.46,165543
1027,2017-02-22,COFORGE,SHORT,83.00,1030,83.85,1515,STOP_LOSS,350,29050,-298.30,26.18,-324.49,165219
1028,2017-10-10,COFORGE,LONG,117.50,1030,119.02,1430,TARGET,250,29375,380.81,26.52,354.30,165573
1029,2017-12-06,COFORGE,LONG,129.50,1030,127.72,1145,STOP_LOSS,250,32375,-444.28,28.79,-473.08,165100
1030,2017-12-07,COFORGE,SHORT,126.00,1015,126.00,1515,TIME_EXIT,250,31500,0.00,28.23,-28.23,165072
1031,2018-01-25,COFORGE,LONG,178.00,1015,182.27,1345,TARGET,150,26700,640.60,24.25,616.36,165688
1032,2018-12-27,COFORGE,LONG,228.50,1015,231.06,1400,TARGET,100,22850,255.82,20.61,235.21,165924
1033,2019-06-14,COFORGE,LONG,268.00,1000,265.49,1100,STOP_LOSS,100,26800,-251.15,23.89,-275.04,165649
1034,2019-07-02,COFORGE,SHORT,267.00,1015,269.16,1315,STOP_LOSS,100,26700,-216.07,24.04,-240.11,165408
1035,2019-07-26,COFORGE,SHORT,250.00,1030,255.99,1515,STOP_LOSS,100,25000,-598.89,22.70,-621.60,164787
1036,2020-02-05,COFORGE,LONG,390.00,1030,385.02,1215,STOP_LOSS,50,19500,-248.93,17.35,-266.28,164521
1037,2020-02-11,COFORGE,SHORT,367.50,1030,365.50,1515,TIME_EXIT,50,18375,100.00,16.42,83.58,164604
1038,2020-05-11,COFORGE,LONG,290.00,1030,290.00,1515,TIME_EXIT,100,29000,0.00,25.99,-25.99,164578
1039,2020-08-26,COFORGE,SHORT,386.50,1000,390.50,1515,TIME_EXIT,50,19325,-200.00,17.42,-217.42,164361
1040,2020-10-12,COFORGE,LONG,506.00,1030,515.29,1130,TARGET,50,25300,464.46,22.91,441.56,164802
1041,2021-02-05,COFORGE,SHORT,493.50,1030,503.66,1315,STOP_LOSS,50,24675,-508.02,22.37,-530.39,164272
1042,2021-02-26,COFORGE,LONG,506.50,1015,496.31,1230,STOP_LOSS,50,25325,-509.26,22.44,-531.70,163740
1043,2021-05-06,COFORGE,LONG,599.00,1015,615.15,1045,TARGET,50,29950,807.38,27.25,780.14,164520
1044,2015-02-19,CONCOR,LONG,376.40,1030,371.20,1515,TIME_EXIT,50,18820,-260.00,16.74,-276.74,164244
1045,2015-04-20,CONCOR,SHORT,413.45,1015,410.90,1515,TIME_EXIT,50,20672,127.50,18.46,109.04,164353
1046,2015-06-29,CONCOR,LONG,429.75,1000,424.14,1030,STOP_LOSS,50,21488,-280.41,19.12,-299.53,164053
1047,2015-07-21,CONCOR,SHORT,466.00,1015,460.51,1230,TARGET,50,23300,274.65,20.74,253.90,164307
1048,2015-12-22,CONCOR,LONG,337.15,1030,334.27,1400,STOP_LOSS,50,16858,-144.09,15.04,-159.13,164148
1049,2016-01-08,CONCOR,SHORT,321.30,1015,324.97,1500,STOP_LOSS,100,32130,-367.30,28.98,-396.28,163752
1050,2016-06-08,CONCOR,LONG,349.45,1030,346.86,1415,STOP_LOSS,50,17472,-129.63,15.59,-145.22,163606
1051,2016-09-29,CONCOR,SHORT,345.60,1030,348.01,1200,STOP_LOSS,50,17280,-120.36,15.55,-135.91,163470
1052,2017-03-16,CONCOR,SHORT,315.45,1030,317.90,1515,TIME_EXIT,100,31545,-245.00,28.39,-273.39,163197
1053,2018-02-14,CONCOR,SHORT,423.45,1000,424.05,1515,TIME_EXIT,50,21172,-30.00,18.99,-48.99,163148
1054,2018-05-11,CONCOR,LONG,449.60,1015,448.65,1515,TIME_EXIT,50,22480,-47.50,20.12,-67.62,163080
1055,2018-08-13,CONCOR,LONG,410.25,1015,409.60,1515,TIME_EXIT,50,20512,-32.50,18.37,-50.87,163030
1056,2018-11-28,CONCOR,SHORT,422.10,1030,424.95,1515,TIME_EXIT,50,21105,-142.50,18.99,-161.49,162868
1057,2019-01-30,CONCOR,LONG,419.40,1030,424.84,1515,TARGET,50,20970,272.14,18.93,253.21,163121
1058,2019-03-27,CONCOR,LONG,407.25,1015,404.58,1145,STOP_LOSS,50,20362,-133.33,18.18,-151.51,162970
1059,2019-05-23,CONCOR,LONG,393.55,1000,399.20,1300,TARGET,50,19678,282.36,17.78,264.58,163234
1060,2019-06-11,CONCOR,LONG,431.30,1015,426.88,1145,STOP_LOSS,50,21565,-220.94,19.22,-240.15,162994
1061,2019-06-19,CONCOR,LONG,426.45,1015,421.97,1445,STOP_LOSS,50,21322,-224.04,19.00,-243.04,162751
1062,2019-09-26,CONCOR,LONG,493.60,1015,505.71,1300,TARGET,50,24680,605.29,22.42,582.86,163334
1063,2020-01-07,CONCOR,SHORT,448.30,1015,445.05,1515,TIME_EXIT,50,22415,162.50,20.01,142.49,163477
1064,2020-01-27,CONCOR,LONG,453.50,1030,457.46,1215,TARGET,50,22675,198.07,20.42,177.65,163654
1065,2020-05-15,CONCOR,LONG,304.15,1015,301.10,1515,TIME_EXIT,100,30415,-305.00,27.10,-332.10,163322
1066,2020-07-13,CONCOR,SHORT,344.50,1000,340.95,1145,TARGET,50,17225,177.59,15.35,162.25,163484
1067,2020-08-04,CONCOR,LONG,368.40,1015,363.10,1230,STOP_LOSS,50,18420,-265.24,16.38,-281.61,163203
1068,2020-08-10,CONCOR,SHORT,309.45,1030,309.45,1515,TIME_EXIT,100,30945,0.00,27.73,-27.73,163175
1069,2021-04-30,CONCOR,LONG,471.20,1015,480.76,1315,TARGET,50,23560,477.90,21.35,456.54,163632
1070,2021-06-17,CONCOR,LONG,552.50,1000,544.56,1145,STOP_LOSS,50,27625,-397.02,24.56,-421.58,163210
1071,2021-06-30,CONCOR,SHORT,552.75,1030,557.25,1145,STOP_LOSS,50,27638,-224.94,24.88,-249.82,162960
1072,2021-08-23,CONCOR,SHORT,520.70,1030,526.77,1215,STOP_LOSS,50,26035,-303.32,23.48,-326.81,162633
1073,2021-09-07,CONCOR,SHORT,583.45,1000,575.82,1430,TARGET,50,29173,381.26,25.95,355.30,162989
1074,2021-09-16,CONCOR,LONG,582.90,1015,588.23,1130,TARGET,50,29145,266.68,26.25,240.42,163229
1075,2021-10-04,CONCOR,LONG,576.45,1030,569.56,1115,STOP_LOSS,50,28823,-344.68,25.66,-370.33,162859
1076,2021-12-20,CONCOR,SHORT,480.00,1030,485.80,1515,TIME_EXIT,50,24000,-290.00,21.65,-311.65,162547
1077,2022-04-06,CONCOR,LONG,557.90,1015,566.46,1115,TARGET,50,27895,427.87,25.21,402.65,162950
1078,2022-05-18,CONCOR,SHORT,500.50,1030,496.20,1515,TIME_EXIT,50,25025,215.00,22.32,192.68,163142
1079,2022-07-12,CONCOR,LONG,537.65,1015,543.94,1045,TARGET,50,26882,314.41,24.25,290.16,163433
1080,2022-07-13,CONCOR,SHORT,538.55,1030,539.20,1515,TIME_EXIT,50,26927,-32.50,24.15,-56.65,163376
1081,2022-09-19,CONCOR,LONG,602.30,1015,597.15,1515,TIME_EXIT,50,30115,-257.50,26.86,-284.36,163092
1082,2022-11-25,CONCOR,LONG,611.30,1030,610.20,1515,TIME_EXIT,50,30565,-55.00,27.36,-82.36,163009
1083,2024-11-27,CONCOR,LONG,649.65,1030,644.24,1400,STOP_LOSS,50,32482,-270.67,28.97,-299.65,162710
1084,2025-02-07,CONCOR,SHORT,577.70,1015,583.42,1045,STOP_LOSS,50,28885,-286.05,26.03,-312.08,162397
1085,2025-04-16,CONCOR,LONG,562.80,1015,557.01,1330,STOP_LOSS,50,28140,-289.73,25.07,-314.80,162083
1086,2025-08-19,CONCOR,LONG,545.95,1000,550.25,1115,TARGET,50,27298,215.14,24.57,190.57,162273
1087,2025-12-26,CONCOR,LONG,514.80,1030,518.09,1130,TARGET,50,25740,164.51,23.15,141.36,162415
1088,2026-01-30,CONCOR,LONG,497.55,1000,503.82,1030,TARGET,50,24878,313.37,22.45,290.92,162706
1089,2015-06-09,COROMANDEL,SHORT,232.95,1015,235.80,1100,STOP_LOSS,100,23295,-285.47,21.02,-306.49,162399
1090,2015-07-02,COROMANDEL,SHORT,248.40,1015,251.22,1130,STOP_LOSS,100,24840,-281.65,22.40,-304.06,162095
1091,2015-09-04,COROMANDEL,SHORT,179.05,1030,175.90,1145,TARGET,150,26858,473.15,23.83,449.32,162544
1092,2015-09-09,COROMANDEL,SHORT,173.00,1030,172.00,1515,TIME_EXIT,150,25950,150.00,23.18,126.82,162671
1093,2015-11-16,COROMANDEL,LONG,192.20,1000,189.93,1330,STOP_LOSS,150,28830,-340.46,25.67,-366.12,162305
1094,2016-06-15,COROMANDEL,SHORT,254.00,1000,249.29,1330,TARGET,100,25400,471.22,22.53,448.69,162754
1095,2016-11-25,COROMANDEL,SHORT,249.00,1000,249.80,1515,TIME_EXIT,100,24900,-80.00,22.36,-102.36,162651
1096,2017-02-10,COROMANDEL,LONG,347.75,1030,350.80,1515,TIME_EXIT,50,17388,152.50,15.66,136.84,162788
1097,2017-07-13,COROMANDEL,LONG,411.75,1015,416.45,1345,TARGET,50,20588,235.10,18.57,216.53,163005
1098,2017-08-16,COROMANDEL,LONG,440.30,1030,447.89,1415,TARGET,50,22015,379.57,19.92,359.65,163364
1099,2017-09-04,COROMANDEL,SHORT,435.00,1030,430.44,1115,TARGET,50,21750,228.03,19.38,208.66,163573
1100,2018-02-19,COROMANDEL,SHORT,513.90,1030,521.87,1145,STOP_LOSS,50,25695,-398.36,23.23,-421.59,163151
1101,2018-09-17,COROMANDEL,LONG,415.35,1015,411.00,1515,TIME_EXIT,50,20768,-217.50,18.50,-236.00,162915
1102,2019-03-12,COROMANDEL,LONG,500.10,1000,492.68,1100,STOP_LOSS,50,25005,-370.92,22.22,-393.14,162522
1103,2019-12-02,COROMANDEL,LONG,486.00,1015,478.88,1445,STOP_LOSS,50,24300,-356.09,21.60,-377.69,162145
1104,2020-05-19,COROMANDEL,SHORT,599.65,1015,605.10,1515,TIME_EXIT,50,29982,-272.50,27.01,-299.51,161845
1105,2019-10-04,CUMMINSIND,LONG,567.85,1000,559.34,1245,STOP_LOSS,50,28392,-425.56,25.23,-450.79,161394
1106,2019-12-30,CUMMINSIND,LONG,565.55,1030,561.61,1200,STOP_LOSS,50,28277,-196.99,25.24,-222.23,161172
1107,2020-01-03,CUMMINSIND,LONG,579.75,1030,572.80,1515,TIME_EXIT,50,28988,-347.50,25.80,-373.30,160799
1108,2020-01-15,CUMMINSIND,SHORT,583.40,1015,578.02,1415,TARGET,50,29170,268.99,26.01,242.99,161042
1109,2020-01-29,CUMMINSIND,SHORT,610.00,1000,597.55,1515,TIME_EXIT,50,30500,622.50,27.02,595.48,161637
1110,2020-02-10,CUMMINSIND,SHORT,544.95,1015,551.19,1145,STOP_LOSS,50,27248,-312.00,24.58,-336.57,161301
1111,2020-04-07,CUMMINSIND,SHORT,301.00,1015,292.46,1400,TARGET,100,30100,854.45,26.55,827.90,162129
1112,2020-05-08,CUMMINSIND,SHORT,354.55,1015,361.63,1130,STOP_LOSS,50,17728,-354.08,16.06,-370.15,161758
1113,2015-02-23,DABUR,SHORT,263.20,1030,265.55,1315,STOP_LOSS,100,26320,-234.68,23.71,-258.39,161500
1114,2015-12-29,DABUR,SHORT,277.15,1000,277.10,1515,TIME_EXIT,100,27715,5.00,24.84,-19.84,161480
1115,2016-04-22,DABUR,LONG,274.20,1030,270.80,1230,STOP_LOSS,100,27420,-339.95,24.40,-364.35,161116
1116,2016-06-10,DABUR,SHORT,304.00,1015,301.52,1445,TARGET,100,30400,247.80,27.12,220.68,161336
1117,2016-06-22,DABUR,LONG,313.30,1030,310.70,1300,STOP_LOSS,100,31330,-259.51,27.95,-287.45,161049
1118,2016-11-15,DABUR,SHORT,271.60,1015,272.80,1515,TIME_EXIT,100,27160,-120.00,24.40,-144.40,160905
1119,2016-11-24,DABUR,SHORT,277.90,1015,279.00,1515,TIME_EXIT,100,27790,-110.00,24.96,-134.96,160770
1120,2017-09-07,DABUR,SHORT,309.40,1000,309.00,1515,TIME_EXIT,100,30940,40.00,27.71,12.29,160782
1121,2017-09-19,DABUR,LONG,312.55,1015,315.06,1045,TARGET,100,31255,250.68,28.14,222.55,161005
1122,2017-09-21,DABUR,SHORT,310.65,1015,313.52,1130,STOP_LOSS,100,31065,-287.12,27.98,-315.11,160689
1123,2018-01-25,DABUR,LONG,362.30,1030,359.42,1300,STOP_LOSS,50,18115,-143.90,16.16,-160.07,160529
1124,2018-07-17,DABUR,LONG,376.75,1030,377.15,1515,TIME_EXIT,50,18838,20.00,16.89,3.11,160532
1125,2018-09-04,DABUR,SHORT,459.25,1015,453.89,1045,TARGET,50,22962,268.12,20.44,247.67,160780
1126,2018-11-12,DABUR,LONG,381.60,1015,377.49,1500,STOP_LOSS,50,19080,-205.58,17.00,-222.58,160558
1127,2019-04-03,DABUR,LONG,408.00,1015,404.37,1400,STOP_LOSS,50,20400,-181.33,18.19,-199.52,160358
1128,2019-05-08,DABUR,SHORT,366.45,1015,366.55,1515,TIME_EXIT,50,18322,-5.00,16.42,-21.42,160337
1129,2020-02-19,DABUR,LONG,501.00,1000,507.83,1315,TARGET,50,25050,341.28,22.62,318.66,160655
1130,2020-03-12,DABUR,SHORT,465.00,1030,455.43,1115,TARGET,50,23250,478.54,20.60,457.95,161113
1131,2020-04-15,DABUR,LONG,495.35,1030,505.15,1430,TARGET,50,24768,489.96,22.44,467.52,161581
1132,2020-06-19,DABUR,LONG,447.95,1015,443.58,1300,STOP_LOSS,50,22398,-218.63,19.96,-238.60,161342
1133,2020-06-23,DABUR,LONG,454.90,1015,459.99,1515,TARGET,50,22745,254.28,20.51,233.76,161576
1134,2020-10-14,DABUR,SHORT,510.40,1000,515.14,1445,STOP_LOSS,50,25520,-236.90,22.99,-259.89,161316
1135,2020-11-04,DABUR,LONG,527.45,1030,520.08,1300,STOP_LOSS,50,26373,-368.31,23.45,-391.76,160924
1136,2021-01-14,DABUR,LONG,546.60,1015,551.97,1230,TARGET,50,27330,268.67,24.63,244.04,161168
1137,2021-03-15,DABUR,LONG,529.50,1000,524.64,1045,STOP_LOSS,50,26475,-242.79,23.61,-266.39,160902
1138,2021-07-01,DABUR,LONG,586.50,1030,590.80,1515,TIME_EXIT,50,29325,215.00,26.39,188.61,161091
1139,2021-07-28,DABUR,LONG,598.70,1015,592.46,1400,STOP_LOSS,50,29935,-312.08,26.67,-338.76,160752
1140,2022-08-18,DABUR,LONG,592.90,1015,595.30,1515,TIME_EXIT,50,29645,120.00,26.63,93.37,160845
1141,2023-02-03,DABUR,SHORT,536.00,1000,533.85,1515,TIME_EXIT,50,26800,107.50,23.96,83.54,160929
1142,2023-04-06,DABUR,SHORT,534.60,1015,528.56,1045,TARGET,50,26730,301.85,23.80,278.04,161207
1143,2023-05-18,DABUR,SHORT,523.25,1030,522.00,1515,TIME_EXIT,50,26162,62.50,23.42,39.08,161246
1144,2023-12-29,DABUR,LONG,556.75,1030,556.65,1515,TIME_EXIT,50,27838,-5.00,24.95,-29.95,161216
1145,2025-01-09,DABUR,LONG,527.15,1030,521.41,1115,STOP_LOSS,50,26358,-286.83,23.48,-310.31,160906
1146,2025-02-18,DABUR,SHORT,515.15,1030,515.30,1515,TIME_EXIT,50,25758,-7.50,23.09,-30.59,160875
